name,source,single_oof,agreement_vs_current,recall_GALAXY,recall_QSO,recall_STAR
private_cv_stable_submissions_realmlp_feature_bank_after_public::private_cv_guarded_02_all_changed_rz_0_2_safe_color_cand_margin_010,artifacts/private_cv_stable_submissions_realmlp_feature_bank_after_public/private_cv_guarded_02_all_changed_rz_0_2_safe_color_cand_margin_010_oof.npy,0.9704425023711876,0.9971420999849311,0.9611741019391756,0.9769171013206082,0.9732363038537788
private_cv_stable_submissions_realmlp_feature_bank_after_public::private_cv_guarded_01_all_changed_not_bad_ob_lowcolor_cand_margin_010,artifacts/private_cv_stable_submissions_realmlp_feature_bank_after_public/private_cv_guarded_01_all_changed_not_bad_ob_lowcolor_cand_margin_010_oof.npy,0.9704393686016309,0.9971646167729286,0.9611952951149729,0.9768744184458311,0.9732483922440888
available_prediction_stacker_with_catv3_c010::available_prediction_stacker,artifacts/available_prediction_stacker_with_catv3_c010/available_prediction_stacker_oof.npy,0.9704232809918981,0.9958499827659969,0.9602866377026598,0.9768402721460095,0.9741429331270248
private_cv_stable_submissions_realmlp_feature_bank_after_public::private_cv_guarded_05_all_changed_rz_0_2_safe_color_uncertain_base_cand_margin_005,artifacts/private_cv_stable_submissions_realmlp_feature_bank_after_public/private_cv_guarded_05_all_changed_rz_0_2_safe_color_uncertain_base_cand_margin_005_oof.npy,0.9704138254535487,0.9971923297427717,0.9611449613224542,0.9769085647456528,0.973187950292539
available_prediction_stacker_with_foldsafe_te_c010::available_prediction_stacker,artifacts/available_prediction_stacker_with_foldsafe_te_c010/available_prediction_stacker_oof.npy,0.9704083812049826,0.996425026890241,0.960130338031154,0.9767463698215002,0.9743484357622939
private_cv_stable_submissions_realmlp_feature_bank_after_public::private_cv_guarded_06_all_changed_not_bad_ob_lowcolor_uncertain_base_cand_margin_005,artifacts/private_cv_stable_submissions_realmlp_feature_bank_after_public/private_cv_guarded_06_all_changed_not_bad_ob_lowcolor_uncertain_base_cand_margin_005_oof.npy,0.9704025478650576,0.9972460236218427,0.9611502596164035,0.9768573452959204,0.973200038682849
private_cv_stable_with_ovr_xgb_realmlp_fast::private_cv_guarded_01_all_changed_rz_0_2_safe_color_allconf,artifacts/private_cv_stable_with_ovr_xgb_realmlp_fast/private_cv_guarded_01_all_changed_rz_0_2_safe_color_allconf_oof.npy,0.9703979595039933,0.9976963593817929,0.9606469216912155,0.9776853930665939,0.9728615637541705
private_cv_stable_submissions_optimized_realmlp_feature_bank_fast::private_cv_guarded_01_all_changed_rz_0_2_safe_color_allconf,artifacts/private_cv_stable_submissions_optimized_realmlp_feature_bank_fast/private_cv_guarded_01_all_changed_rz_0_2_safe_color_allconf_oof.npy,0.9703979595039933,0.9976963593817929,0.9606469216912155,0.9776853930665939,0.9728615637541705
private_cv_stable_submissions_realmlp_feature_bank_after_public::private_cv_guarded_08_all_changed_rz_0_uncertain_base,artifacts/private_cv_stable_submissions_realmlp_feature_bank_after_public/private_cv_guarded_08_all_changed_rz_0_uncertain_base_oof.npy,0.9703974916024033,0.9968667023471154,0.9611635053512769,0.9769256378955635,0.9731033315603694
classwise_logistic_blender_c010::classwise_blender,artifacts/classwise_logistic_blender_c010/classwise_blender_oof.npy,0.9703944834239558,0.9973845884710582,0.9621834269365265,0.9769000281706973,0.9720999951646438
our-classwise-logistic-blender,/Users/parkyeonggon/Projects/kaggle/Kaggle_Predicting_Stellar_Class/artifacts/classwise_logistic_blender_c010/classwise_blender_oof.npy + /Users/parkyeonggon/Projects/kaggle/Kaggle_Predicting_Stellar_Class/artifacts/classwise_logistic_blender_c010/classwise_blender_test.npy,0.9703944834239558,0.9973845884710582,0.9621834269365265,0.9769000281706973,0.9720999951646438
private_cv_stable_submissions_optimized_realmlp_feature_bank_fast::private_cv_guarded_04_all_changed_rz_0_2_gi_ge3_not_ob_allconf,artifacts/private_cv_stable_submissions_optimized_realmlp_feature_bank_fast/private_cv_guarded_04_all_changed_rz_0_2_gi_ge3_not_ob_allconf_oof.npy,0.970392654235544,0.9977119479273296,0.9606601674260888,0.977668319916683,0.9728494753638606
private_cv_stable_with_ovr_xgb_realmlp_fast::private_cv_guarded_04_all_changed_rz_0_2_gi_ge3_not_ob_allconf,artifacts/private_cv_stable_with_ovr_xgb_realmlp_fast/private_cv_guarded_04_all_changed_rz_0_2_gi_ge3_not_ob_allconf_oof.npy,0.970392654235544,0.9977119479273296,0.9606601674260888,0.977668319916683,0.9728494753638606
private_cv_stable_submissions_optimized_realmlp_feature_bank_fast::private_cv_guarded_05_all_changed_rz_0_2_gi_ge3_allconf,artifacts/private_cv_stable_submissions_optimized_realmlp_feature_bank_fast/private_cv_guarded_05_all_changed_rz_0_2_gi_ge3_allconf_oof.npy,0.9703906917595505,0.9977154120485601,0.9606628165730635,0.9776597833417277,0.9728494753638606
private_cv_stable_with_ovr_xgb_realmlp_fast::private_cv_guarded_05_all_changed_rz_0_2_gi_ge3_allconf,artifacts/private_cv_stable_with_ovr_xgb_realmlp_fast/private_cv_guarded_05_all_changed_rz_0_2_gi_ge3_allconf_oof.npy,0.9703906917595505,0.9977154120485601,0.9606628165730635,0.9776597833417277,0.9728494753638606
private_cv_stable_with_ovr_xgb_realmlp_fast::private_cv_guarded_02_all_changed_rz_0_2_safe_color_uncertain_base,artifacts/private_cv_stable_with_ovr_xgb_realmlp_fast/private_cv_guarded_02_all_changed_rz_0_2_safe_color_uncertain_base_oof.npy,0.9703895147955989,0.9976825028968713,0.9606336759563421,0.9776853930665939,0.9728494753638606
private_cv_stable_submissions_optimized_realmlp_feature_bank_fast::private_cv_guarded_02_all_changed_rz_0_2_safe_color_uncertain_base,artifacts/private_cv_stable_submissions_optimized_realmlp_feature_bank_fast/private_cv_guarded_02_all_changed_rz_0_2_safe_color_uncertain_base_oof.npy,0.9703895147955989,0.9976825028968713,0.9606336759563421,0.9776853930665939,0.9728494753638606
private_cv_stable_submissions_optimized_realmlp_feature_bank_fast::private_cv_guarded_08_all_changed_rz_0_2_gi_ge3_not_ob_uncertain_base,artifacts/private_cv_stable_submissions_optimized_realmlp_feature_bank_fast/private_cv_guarded_08_all_changed_rz_0_2_gi_ge3_not_ob_uncertain_base_oof.npy,0.9703842095271497,0.9976980914424081,0.9606469216912155,0.977668319916683,0.9728373869735506
private_cv_stable_with_ovr_xgb_realmlp_fast::private_cv_guarded_08_all_changed_rz_0_2_gi_ge3_not_ob_uncertain_base,artifacts/private_cv_stable_with_ovr_xgb_realmlp_fast/private_cv_guarded_08_all_changed_rz_0_2_gi_ge3_not_ob_uncertain_base_oof.npy,0.9703842095271497,0.9976980914424081,0.9606469216912155,0.977668319916683,0.9728373869735506
private_cv_stable_with_catv3_fast::private_cv_guarded_05_star_to_galaxy_rz_0_uncertain_base,artifacts/private_cv_stable_with_catv3_fast/private_cv_guarded_05_star_to_galaxy_rz_0_uncertain_base_oof.npy,0.9703709754809515,0.9970277839843283,0.9614999470170605,0.9769085647456528,0.9727044146801412
private_cv_stable_with_foldsafe_te_fast::private_cv_guarded_05_star_to_galaxy_rz_0_uncertain_base,artifacts/private_cv_stable_with_foldsafe_te_fast/private_cv_guarded_05_star_to_galaxy_rz_0_uncertain_base_oof.npy,0.9703709754809515,0.9970277839843283,0.9614999470170605,0.9769085647456528,0.9727044146801412
private_cv_stable_with_classwise_blender_fast::private_cv_guarded_05_star_to_galaxy_rz_0_uncertain_base,artifacts/private_cv_stable_with_classwise_blender_fast/private_cv_guarded_05_star_to_galaxy_rz_0_uncertain_base_oof.npy,0.9703709754809515,0.9970277839843283,0.9614999470170605,0.9769085647456528,0.9727044146801412
private_cv_stable_with_catv3_fast::private_cv_guarded_08_star_to_galaxy_rz_0_allconf,artifacts/private_cv_stable_with_catv3_fast/private_cv_guarded_08_star_to_galaxy_rz_0_allconf_oof.npy,0.9703694836785403,0.9970537648935562,0.9615317367807567,0.9769085647456528,0.9726681495092113
private_cv_stable_with_classwise_blender_fast::private_cv_guarded_08_star_to_galaxy_rz_0_allconf,artifacts/private_cv_stable_with_classwise_blender_fast/private_cv_guarded_08_star_to_galaxy_rz_0_allconf_oof.npy,0.9703694836785403,0.9970537648935562,0.9615317367807567,0.9769085647456528,0.9726681495092113
private_cv_stable_with_foldsafe_te_fast::private_cv_guarded_08_star_to_galaxy_rz_0_allconf,artifacts/private_cv_stable_with_foldsafe_te_fast/private_cv_guarded_08_star_to_galaxy_rz_0_allconf_oof.npy,0.9703694836785403,0.9970537648935562,0.9615317367807567,0.9769085647456528,0.9726681495092113
private_cv_stable_with_catv3_fast::private_cv_guarded_07_all_changed_rz_0_2_safe_color_cand_margin_010,artifacts/private_cv_stable_with_catv3_fast/private_cv_guarded_07_all_changed_rz_0_2_safe_color_cand_margin_010_oof.npy,0.9703575580197726,0.997195793864002,0.9610522411783405,0.9769171013206082,0.9731033315603694
private_cv_stable_with_classwise_blender_fast::private_cv_guarded_07_all_changed_rz_0_2_safe_color_cand_margin_010,artifacts/private_cv_stable_with_classwise_blender_fast/private_cv_guarded_07_all_changed_rz_0_2_safe_color_cand_margin_010_oof.npy,0.9703575580197726,0.997195793864002,0.9610522411783405,0.9769171013206082,0.9731033315603694
private_cv_stable_with_foldsafe_te_fast::private_cv_guarded_07_all_changed_rz_0_2_safe_color_cand_margin_010,artifacts/private_cv_stable_with_foldsafe_te_fast/private_cv_guarded_07_all_changed_rz_0_2_safe_color_cand_margin_010_oof.npy,0.9703575580197726,0.997195793864002,0.9610522411783405,0.9769171013206082,0.9731033315603694
private_cv_stable_with_foldsafe_te_fast::private_cv_guarded_03_star_to_qso_rz_2_allconf,artifacts/private_cv_stable_with_foldsafe_te_fast/private_cv_guarded_03_star_to_qso_rz_2_allconf_oof.npy,0.9703514540344015,0.9968199367105052,0.9611661544982516,0.9770024670701621,0.9728857405347904
private_cv_stable_with_classwise_blender_fast::private_cv_guarded_04_star_to_qso_rz_2_uncertain_base,artifacts/private_cv_stable_with_classwise_blender_fast/private_cv_guarded_04_star_to_qso_rz_2_uncertain_base_oof.npy,0.9703514540344015,0.9968199367105052,0.9611661544982516,0.9770024670701621,0.9728857405347904
private_cv_stable_with_classwise_blender_fast::private_cv_guarded_03_star_to_qso_rz_2_allconf,artifacts/private_cv_stable_with_classwise_blender_fast/private_cv_guarded_03_star_to_qso_rz_2_allconf_oof.npy,0.9703514540344015,0.9968199367105052,0.9611661544982516,0.9770024670701621,0.9728857405347904
private_cv_stable_with_catv3_fast::private_cv_guarded_04_star_to_qso_rz_2_uncertain_base,artifacts/private_cv_stable_with_catv3_fast/private_cv_guarded_04_star_to_qso_rz_2_uncertain_base_oof.npy,0.9703514540344015,0.9968199367105052,0.9611661544982516,0.9770024670701621,0.9728857405347904
private_cv_stable_with_foldsafe_te_fast::private_cv_guarded_04_star_to_qso_rz_2_uncertain_base,artifacts/private_cv_stable_with_foldsafe_te_fast/private_cv_guarded_04_star_to_qso_rz_2_uncertain_base_oof.npy,0.9703514540344015,0.9968199367105052,0.9611661544982516,0.9770024670701621,0.9728857405347904
private_cv_stable_with_catv3_fast::private_cv_guarded_03_star_to_qso_rz_2_allconf,artifacts/private_cv_stable_with_catv3_fast/private_cv_guarded_03_star_to_qso_rz_2_allconf_oof.npy,0.9703514540344015,0.9968199367105052,0.9611661544982516,0.9770024670701621,0.9728857405347904
private_cv_stable_submissions::private_cv_guarded_02_star_to_galaxy_rz_0_uncertain_base,artifacts/private_cv_stable_submissions/private_cv_guarded_02_star_to_galaxy_rz_0_uncertain_base_oof.npy,0.9703513342698414,0.9967697069526645,0.9612959627000106,0.9769085647456528,0.9728494753638606
private_cv_stable_submissions::private_cv_guarded_01_star_to_galaxy_rz_0_allconf,artifacts/private_cv_stable_submissions/private_cv_guarded_01_star_to_galaxy_rz_0_allconf_oof.npy,0.9703513342698414,0.9967697069526645,0.9612959627000106,0.9769085647456528,0.9728494753638606
private_cv_stable_submissions::private_cv_guarded_04_all_changed_gk_redseq_uncertain_base,artifacts/private_cv_stable_submissions/private_cv_guarded_04_all_changed_gk_redseq_uncertain_base_oof.npy,0.9703502631214501,0.9967697069526645,0.9611952951149729,0.9769939304952067,0.9728615637541705
private_cv_stable_submissions::private_cv_guarded_03_all_changed_gk_redseq_allconf,artifacts/private_cv_stable_submissions/private_cv_guarded_03_all_changed_gk_redseq_allconf_oof.npy,0.9703502631214501,0.9967697069526645,0.9611952951149729,0.9769939304952067,0.9728615637541705
oof_generalization_stack::generalization_stack,artifacts/oof_generalization_stack/generalization_stack_oof.npy,0.9703454236206706,0.9965480031939198,0.9605992370456713,0.9783853922129363,0.9720516416034041
private_cv_stable_submissions::private_cv_guarded_05_star_to_any_gk_redseq_allconf,artifacts/private_cv_stable_submissions/private_cv_guarded_05_star_to_any_gk_redseq_allconf_oof.npy,0.9703427001579362,0.9967818313769709,0.9612615237893398,0.9769171013206082,0.9728494753638606
private_cv_stable_submissions::private_cv_guarded_06_star_to_any_gk_redseq_uncertain_base,artifacts/private_cv_stable_submissions/private_cv_guarded_06_star_to_any_gk_redseq_uncertain_base_oof.npy,0.9703427001579362,0.9967818313769709,0.9612615237893398,0.9769171013206082,0.9728494753638606
private_cv_stable_with_catv3_fast::private_cv_guarded_02_star_to_qso_rz_2_uncertain_base_cand_margin_005,artifacts/private_cv_stable_with_catv3_fast/private_cv_guarded_02_star_to_qso_rz_2_uncertain_base_cand_margin_005_oof.npy,0.9703384103479272,0.9968112764074292,0.9611661544982516,0.9769512476204297,0.9728978289251003
private_cv_stable_with_foldsafe_te_fast::private_cv_guarded_02_star_to_qso_rz_2_uncertain_base_cand_margin_005,artifacts/private_cv_stable_with_foldsafe_te_fast/private_cv_guarded_02_star_to_qso_rz_2_uncertain_base_cand_margin_005_oof.npy,0.9703384103479272,0.9968112764074292,0.9611661544982516,0.9769512476204297,0.9728978289251003
private_cv_stable_with_foldsafe_te_fast::private_cv_guarded_01_star_to_qso_rz_2_cand_margin_005,artifacts/private_cv_stable_with_foldsafe_te_fast/private_cv_guarded_01_star_to_qso_rz_2_cand_margin_005_oof.npy,0.9703384103479272,0.9968112764074292,0.9611661544982516,0.9769512476204297,0.9728978289251003
private_cv_stable_with_classwise_blender_fast::private_cv_guarded_02_star_to_qso_rz_2_uncertain_base_cand_margin_005,artifacts/private_cv_stable_with_classwise_blender_fast/private_cv_guarded_02_star_to_qso_rz_2_uncertain_base_cand_margin_005_oof.npy,0.9703384103479272,0.9968112764074292,0.9611661544982516,0.9769512476204297,0.9728978289251003
private_cv_stable_with_catv3_fast::private_cv_guarded_01_star_to_qso_rz_2_cand_margin_005,artifacts/private_cv_stable_with_catv3_fast/private_cv_guarded_01_star_to_qso_rz_2_cand_margin_005_oof.npy,0.9703384103479272,0.9968112764074292,0.9611661544982516,0.9769512476204297,0.9728978289251003
private_cv_stable_with_classwise_blender_fast::private_cv_guarded_01_star_to_qso_rz_2_cand_margin_005,artifacts/private_cv_stable_with_classwise_blender_fast/private_cv_guarded_01_star_to_qso_rz_2_cand_margin_005_oof.npy,0.9703384103479272,0.9968112764074292,0.9611661544982516,0.9769512476204297,0.9728978289251003
private_cv_stable_submissions::private_cv_guarded_07_non_qso_to_qso_gk_redseq_allconf,artifacts/private_cv_stable_submissions/private_cv_guarded_07_non_qso_to_qso_gk_redseq_allconf_oof.npy,0.9703367430910048,0.9967800993163557,0.9611184698527074,0.9769939304952067,0.9728978289251003
private_cv_stable_submissions::private_cv_guarded_08_non_qso_to_qso_gk_redseq_uncertain_base,artifacts/private_cv_stable_submissions/private_cv_guarded_08_non_qso_to_qso_gk_redseq_uncertain_base_oof.npy,0.9703367430910048,0.9967800993163557,0.9611184698527074,0.9769939304952067,0.9728978289251003
private_cv_stable_with_classwise_blender_fast::private_cv_guarded_06_star_to_qso_all_cand_margin_010,artifacts/private_cv_stable_with_classwise_blender_fast/private_cv_guarded_06_star_to_qso_all_cand_margin_010_oof.npy,0.9703343808844905,0.9968147405286596,0.9611661544982516,0.9769512476204297,0.9728857405347904
private_cv_stable_with_catv3_fast::private_cv_guarded_06_star_to_qso_all_cand_margin_010,artifacts/private_cv_stable_with_catv3_fast/private_cv_guarded_06_star_to_qso_all_cand_margin_010_oof.npy,0.9703343808844905,0.9968147405286596,0.9611661544982516,0.9769512476204297,0.9728857405347904
private_cv_stable_with_foldsafe_te_fast::private_cv_guarded_06_star_to_qso_all_cand_margin_010,artifacts/private_cv_stable_with_foldsafe_te_fast/private_cv_guarded_06_star_to_qso_all_cand_margin_010_oof.npy,0.9703343808844905,0.9968147405286596,0.9611661544982516,0.9769512476204297,0.9728857405347904
