fold,iteration,train_mlogloss,valid_mlogloss,train_balanced_accuracy_sample,valid_balanced_accuracy,best_valid_balanced_accuracy_so_far,best_iteration_so_far,stale_chunks
5,3000,0.0977034941315651,0.10566959530115128,0.9715251587818216,0.9669136450425876,0.9669136450425876,3000,0
5,3150,0.09728723019361496,0.10542025417089462,0.9717390181479604,0.9670363250046815,0.9670363250046815,3150,0
5,3300,0.09685896337032318,0.1051548644900322,0.9719036446677171,0.9670186286671473,0.9670363250046815,3150,1
5,3450,0.09646154195070267,0.10493291169404984,0.9721212571708889,0.9670902548408992,0.9670902548408992,3450,0
5,3600,0.09611151367425919,0.10475406050682068,0.9722495261538179,0.9671054297269239,0.9671054297269239,3600,0
5,3750,0.09575087577104568,0.10457996279001236,0.9721565072244657,0.9672458669420289,0.9672458669420289,3750,0
5,3900,0.09540069103240967,0.10439084470272064,0.9723945790391818,0.9672330111612246,0.9672458669420289,3750,1
5,4050,0.09508070349693298,0.10423154383897781,0.9723666911814951,0.9672266314074126,0.9672458669420289,3750,2
5,4200,0.09476537257432938,0.10410504043102264,0.9725191726130014,0.967304308296384,0.967304308296384,4200,0
5,4350,0.09450837969779968,0.10399629175662994,0.9727703415433712,0.9673415594071978,0.9673415594071978,4350,0
5,4500,0.09424460679292679,0.10386288166046143,0.9728317194780036,0.9672977969116893,0.9673415594071978,4350,1
