candidate,class,precision,recall,f1,support
classblend_84_classwise_research_blend_STAR_a0p0050,GALAXY,0.990796774634413,0.9602707428208117,0.9752949564796255,377480
classblend_84_classwise_research_blend_STAR_a0p0050,QSO,0.9518792615998669,0.9772073448690917,0.9643770297763719,117143
classblend_84_classwise_research_blend_STAR_a0p0050,STAR,0.8835669739250523,0.9744934964460132,0.9268054334017394,82724
classblend_84_classwise_research_blend_STAR_a0p0100,GALAXY,0.990796774634413,0.9602707428208117,0.9752949564796255,377480
classblend_84_classwise_research_blend_STAR_a0p0100,QSO,0.9518792615998669,0.9772073448690917,0.9643770297763719,117143
classblend_84_classwise_research_blend_STAR_a0p0100,STAR,0.8835669739250523,0.9744934964460132,0.9268054334017394,82724
classblend_84_classwise_research_blend_STAR_a0p0150,GALAXY,0.990796774634413,0.9602707428208117,0.9752949564796255,377480
classblend_84_classwise_research_blend_STAR_a0p0150,QSO,0.9518792615998669,0.9772073448690917,0.9643770297763719,117143
classblend_84_classwise_research_blend_STAR_a0p0150,STAR,0.8835669739250523,0.9744934964460132,0.9268054334017394,82724
classblend_84_classwise_research_blend_STAR_a0p0200,GALAXY,0.990796774634413,0.9602707428208117,0.9752949564796255,377480
classblend_84_classwise_research_blend_STAR_a0p0200,QSO,0.9518792615998669,0.9772073448690917,0.9643770297763719,117143
classblend_84_classwise_research_blend_STAR_a0p0200,STAR,0.8835669739250523,0.9744934964460132,0.9268054334017394,82724
classblend_85_classwise_research_blend_69start_QSO_a0p0050,GALAXY,0.990796774634413,0.9602707428208117,0.9752949564796255,377480
classblend_85_classwise_research_blend_69start_QSO_a0p0050,QSO,0.9518871768433131,0.9772073448690917,0.9643810919874306,117143
classblend_85_classwise_research_blend_69start_QSO_a0p0050,STAR,0.8835572897257722,0.9744934964460132,0.9268001057702256,82724
classblend_68_research_material_stack_GALAXY_a0p0050,GALAXY,0.990796774634413,0.9602707428208117,0.9752949564796255,377480
classblend_68_research_material_stack_GALAXY_a0p0050,QSO,0.9518792615998669,0.9772073448690917,0.9643770297763719,117143
classblend_68_research_material_stack_GALAXY_a0p0050,STAR,0.8835669739250523,0.9744934964460132,0.9268054334017394,82724
classblend_68_research_material_stack_GALAXY_a0p0100,GALAXY,0.990796774634413,0.9602707428208117,0.9752949564796255,377480
classblend_68_research_material_stack_GALAXY_a0p0100,QSO,0.9518792615998669,0.9772073448690917,0.9643770297763719,117143
classblend_68_research_material_stack_GALAXY_a0p0100,STAR,0.8835669739250523,0.9744934964460132,0.9268054334017394,82724
classblend_68_research_material_stack_STAR_a0p0050,GALAXY,0.990796774634413,0.9602707428208117,0.9752949564796255,377480
classblend_68_research_material_stack_STAR_a0p0050,QSO,0.9518792615998669,0.9772073448690917,0.9643770297763719,117143
classblend_68_research_material_stack_STAR_a0p0050,STAR,0.8835669739250523,0.9744934964460132,0.9268054334017394,82724
classblend_68_research_material_stack_STAR_a0p0100,GALAXY,0.990796774634413,0.9602707428208117,0.9752949564796255,377480
classblend_68_research_material_stack_STAR_a0p0100,QSO,0.9518792615998669,0.9772073448690917,0.9643770297763719,117143
classblend_68_research_material_stack_STAR_a0p0100,STAR,0.8835669739250523,0.9744934964460132,0.9268054334017394,82724
classblend_69_guarded_research_stack_QSO_a0p0050,GALAXY,0.990796774634413,0.9602707428208117,0.9752949564796255,377480
classblend_69_guarded_research_stack_QSO_a0p0050,QSO,0.9518871768433131,0.9772073448690917,0.9643810919874306,117143
classblend_69_guarded_research_stack_QSO_a0p0050,STAR,0.8835572897257722,0.9744934964460132,0.9268001057702256,82724
classblend_lr-stacker-v9-public-oof_QSO_a0p0050,GALAXY,0.990796774634413,0.9602707428208117,0.9752949564796255,377480
classblend_lr-stacker-v9-public-oof_QSO_a0p0050,QSO,0.9518871768433131,0.9772073448690917,0.9643810919874306,117143
classblend_lr-stacker-v9-public-oof_QSO_a0p0050,STAR,0.8835572897257722,0.9744934964460132,0.9268001057702256,82724
rollback_weak_ob_to_84_classwise_research_blend,GALAXY,0.990796774634413,0.9602707428208117,0.9752949564796255,377480
rollback_weak_ob_to_84_classwise_research_blend,QSO,0.9518871768433131,0.9772073448690917,0.9643810919874306,117143
rollback_weak_ob_to_84_classwise_research_blend,STAR,0.8835572897257722,0.9744934964460132,0.9268001057702256,82724
classblend_90_subset_guard_68_plus_84_GALAXY_a0p0150,GALAXY,0.990796774634413,0.9602707428208117,0.9752949564796255,377480
classblend_90_subset_guard_68_plus_84_GALAXY_a0p0150,QSO,0.9518792615998669,0.9772073448690917,0.9643770297763719,117143
classblend_90_subset_guard_68_plus_84_GALAXY_a0p0150,STAR,0.8835669739250523,0.9744934964460132,0.9268054334017394,82724
classblend_90_subset_guard_68_plus_84_GALAXY_a0p0200,GALAXY,0.990796774634413,0.9602707428208117,0.9752949564796255,377480
classblend_90_subset_guard_68_plus_84_GALAXY_a0p0200,QSO,0.9518792615998669,0.9772073448690917,0.9643770297763719,117143
classblend_90_subset_guard_68_plus_84_GALAXY_a0p0200,STAR,0.8835669739250523,0.9744934964460132,0.9268054334017394,82724
classblend_90_subset_guard_68_plus_84_GALAXY_a0p0250,GALAXY,0.990796774634413,0.9602707428208117,0.9752949564796255,377480
classblend_90_subset_guard_68_plus_84_GALAXY_a0p0250,QSO,0.9518792615998669,0.9772073448690917,0.9643770297763719,117143
classblend_90_subset_guard_68_plus_84_GALAXY_a0p0250,STAR,0.8835669739250523,0.9744934964460132,0.9268054334017394,82724
classblend_90_subset_guard_68_plus_84_STAR_a0p0150,GALAXY,0.990796774634413,0.9602707428208117,0.9752949564796255,377480
classblend_90_subset_guard_68_plus_84_STAR_a0p0150,QSO,0.9518792615998669,0.9772073448690917,0.9643770297763719,117143
classblend_90_subset_guard_68_plus_84_STAR_a0p0150,STAR,0.8835669739250523,0.9744934964460132,0.9268054334017394,82724
classblend_90_subset_guard_68_plus_84_STAR_a0p0200,GALAXY,0.990796774634413,0.9602707428208117,0.9752949564796255,377480
classblend_90_subset_guard_68_plus_84_STAR_a0p0200,QSO,0.9518792615998669,0.9772073448690917,0.9643770297763719,117143
classblend_90_subset_guard_68_plus_84_STAR_a0p0200,STAR,0.8835669739250523,0.9744934964460132,0.9268054334017394,82724
classblend_90_subset_guard_68_plus_84_STAR_a0p0250,GALAXY,0.990796774634413,0.9602707428208117,0.9752949564796255,377480
classblend_90_subset_guard_68_plus_84_STAR_a0p0250,QSO,0.9518792615998669,0.9772073448690917,0.9643770297763719,117143
classblend_90_subset_guard_68_plus_84_STAR_a0p0250,STAR,0.8835669739250523,0.9744934964460132,0.9268054334017394,82724
classblend_84_classwise_research_blend_GALAXY_a0p0300,GALAXY,0.990796774634413,0.9602707428208117,0.9752949564796255,377480
classblend_84_classwise_research_blend_GALAXY_a0p0300,QSO,0.9518792615998669,0.9772073448690917,0.9643770297763719,117143
classblend_84_classwise_research_blend_GALAXY_a0p0300,STAR,0.8835669739250523,0.9744934964460132,0.9268054334017394,82724
classblend_84_classwise_research_blend_GALAXY_a0p0350,GALAXY,0.990796774634413,0.9602707428208117,0.9752949564796255,377480
classblend_84_classwise_research_blend_GALAXY_a0p0350,QSO,0.9518792615998669,0.9772073448690917,0.9643770297763719,117143
