name,oof_balanced_accuracy,oof_delta_vs_base,selected_rows,test_selected_rows,feature_mask,transition_rule,challenger_conf_min,challenger_margin_min,base_conf_max,class_recalls,transition_counts,outcome_counts,meta_fold_mean_delta,meta_fold_min_delta,meta_fold_positive_rate
gi_7_9_base_galaxy_to_non_galaxy_c0_50_m0_20_b0_50,0.9705293661815003,1.380316462018527e-06,4,1,gi_7_9,base_galaxy_to_non_galaxy,0.5,0.2,0.5,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
high_gi_low_rz_base_galaxy_to_non_galaxy_c0_60_m0_20_b0_50,0.9705293661815003,1.380316462018527e-06,4,1,high_gi_low_rz,base_galaxy_to_non_galaxy,0.6,0.2,0.5,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
high_gi_low_rz_base_galaxy_to_non_galaxy_c0_60_m0_15_b0_50,0.9705293661815003,1.380316462018527e-06,4,1,high_gi_low_rz,base_galaxy_to_non_galaxy,0.6,0.15,0.5,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
high_gi_low_rz_base_galaxy_to_non_galaxy_c0_60_m0_12_b0_50,0.9705293661815003,1.380316462018527e-06,4,1,high_gi_low_rz,base_galaxy_to_non_galaxy,0.6,0.12,0.5,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
high_gi_low_rz_base_galaxy_to_non_galaxy_c0_60_m0_10_b0_50,0.9705293661815003,1.380316462018527e-06,4,1,high_gi_low_rz,base_galaxy_to_non_galaxy,0.6,0.1,0.5,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
high_gi_low_rz_base_galaxy_to_non_galaxy_c0_60_m0_08_b0_50,0.9705293661815003,1.380316462018527e-06,4,1,high_gi_low_rz,base_galaxy_to_non_galaxy,0.6,0.08,0.5,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
high_gi_low_rz_base_galaxy_to_non_galaxy_c0_60_m0_02_b0_50,0.9705293661815003,1.380316462018527e-06,4,1,high_gi_low_rz,base_galaxy_to_non_galaxy,0.6,0.02,0.5,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_40_m0_20_b0_50,0.9705293661815003,1.380316462018527e-06,4,1,gi_7_9,base_galaxy_to_non_galaxy,0.4,0.2,0.5,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
high_gi_low_rz_base_galaxy_to_non_galaxy_c0_60_m0_00_b0_50,0.9705293661815003,1.380316462018527e-06,4,1,high_gi_low_rz,base_galaxy_to_non_galaxy,0.6,0.0,0.5,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
high_gi_low_rz_base_galaxy_to_non_galaxy_c0_50_m0_20_b0_50,0.9705293661815003,1.380316462018527e-06,4,1,high_gi_low_rz,base_galaxy_to_non_galaxy,0.5,0.2,0.5,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
gi_7_9_base_galaxy_to_star_c0_40_m0_20_b0_50,0.9705293661815003,1.380316462018527e-06,4,1,gi_7_9,base_galaxy_to_star,0.4,0.2,0.5,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
high_gi_low_rz_base_galaxy_to_non_galaxy_c0_45_m0_20_b0_50,0.9705293661815003,1.380316462018527e-06,4,1,high_gi_low_rz,base_galaxy_to_non_galaxy,0.45,0.2,0.5,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_45_m0_20_b0_50,0.9705293661815003,1.380316462018527e-06,4,1,gi_7_9,base_galaxy_to_non_galaxy,0.45,0.2,0.5,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
high_gi_low_rz_base_galaxy_to_non_galaxy_c0_40_m0_20_b0_50,0.9705293661815003,1.380316462018527e-06,4,1,high_gi_low_rz,base_galaxy_to_non_galaxy,0.4,0.2,0.5,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
gi_7_9_base_galaxy_to_star_c0_45_m0_20_b0_50,0.9705293661815003,1.380316462018527e-06,4,1,gi_7_9,base_galaxy_to_star,0.45,0.2,0.5,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_60_m0_02_b0_50,0.9705293661815003,1.380316462018527e-06,4,1,gi_7_9,base_galaxy_to_non_galaxy,0.6,0.02,0.5,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_60_m0_15_b0_50,0.9705293661815003,1.380316462018527e-06,4,1,gi_7_9,base_galaxy_to_non_galaxy,0.6,0.15,0.5,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_60_m0_12_b0_50,0.9705293661815003,1.380316462018527e-06,4,1,gi_7_9,base_galaxy_to_non_galaxy,0.6,0.12,0.5,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_60_m0_10_b0_50,0.9705293661815003,1.380316462018527e-06,4,1,gi_7_9,base_galaxy_to_non_galaxy,0.6,0.1,0.5,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_60_m0_08_b0_50,0.9705293661815003,1.380316462018527e-06,4,1,gi_7_9,base_galaxy_to_non_galaxy,0.6,0.08,0.5,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_60_m0_05_b0_50,0.9705293661815003,1.380316462018527e-06,4,1,gi_7_9,base_galaxy_to_non_galaxy,0.6,0.05,0.5,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_60_m0_20_b0_50,0.9705293661815003,1.380316462018527e-06,4,1,gi_7_9,base_galaxy_to_non_galaxy,0.6,0.2,0.5,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
gi_7_9_base_galaxy_to_non_galaxy_c0_60_m0_00_b0_50,0.9705293661815003,1.380316462018527e-06,4,1,gi_7_9,base_galaxy_to_non_galaxy,0.6,0.0,0.5,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
m_blue_cloud_base_galaxy_to_star_c0_75_m0_02_b0_90,0.9705293661815003,1.380316462018527e-06,4,2,m_blue_cloud,base_galaxy_to_star,0.75,0.02,0.9,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
m_blue_cloud_base_galaxy_to_star_c0_75_m0_05_b0_80,0.9705293661815003,1.380316462018527e-06,4,2,m_blue_cloud,base_galaxy_to_star,0.75,0.05,0.8,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
m_blue_cloud_base_galaxy_to_star_c0_75_m0_00_b1_00,0.9705293661815003,1.380316462018527e-06,4,2,m_blue_cloud,base_galaxy_to_star,0.75,0.0,1.0,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
m_blue_cloud_base_galaxy_to_star_c0_75_m0_00_b0_90,0.9705293661815003,1.380316462018527e-06,4,2,m_blue_cloud,base_galaxy_to_star,0.75,0.0,0.9,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
m_blue_cloud_base_galaxy_to_star_c0_75_m0_00_b0_80,0.9705293661815003,1.380316462018527e-06,4,2,m_blue_cloud,base_galaxy_to_star,0.75,0.0,0.8,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
m_blue_cloud_base_galaxy_to_star_c0_75_m0_00_b0_70,0.9705293661815003,1.380316462018527e-06,4,2,m_blue_cloud,base_galaxy_to_star,0.75,0.0,0.7,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
m_blue_cloud_base_galaxy_to_star_c0_75_m0_02_b1_00,0.9705293661815003,1.380316462018527e-06,4,2,m_blue_cloud,base_galaxy_to_star,0.75,0.02,1.0,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
m_blue_cloud_base_galaxy_to_star_c0_75_m0_02_b0_70,0.9705293661815003,1.380316462018527e-06,4,2,m_blue_cloud,base_galaxy_to_star,0.75,0.02,0.7,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
m_blue_cloud_base_galaxy_to_star_c0_75_m0_05_b1_00,0.9705293661815003,1.380316462018527e-06,4,2,m_blue_cloud,base_galaxy_to_star,0.75,0.05,1.0,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
m_blue_cloud_base_galaxy_to_star_c0_75_m0_05_b0_90,0.9705293661815003,1.380316462018527e-06,4,2,m_blue_cloud,base_galaxy_to_star,0.75,0.05,0.9,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
m_blue_cloud_base_galaxy_to_star_c0_75_m0_02_b0_80,0.9705293661815003,1.380316462018527e-06,4,2,m_blue_cloud,base_galaxy_to_star,0.75,0.02,0.8,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
m_blue_cloud_base_galaxy_to_star_c0_75_m0_05_b0_70,0.9705293661815003,1.380316462018527e-06,4,2,m_blue_cloud,base_galaxy_to_star,0.75,0.05,0.7,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
m_blue_cloud_base_galaxy_to_star_c0_75_m0_20_b0_70,0.9705293661815003,1.380316462018527e-06,4,2,m_blue_cloud,base_galaxy_to_star,0.75,0.2,0.7,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
m_blue_cloud_base_galaxy_to_star_c0_75_m0_20_b0_80,0.9705293661815003,1.380316462018527e-06,4,2,m_blue_cloud,base_galaxy_to_star,0.75,0.2,0.8,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
m_blue_cloud_base_galaxy_to_star_c0_75_m0_20_b0_90,0.9705293661815003,1.380316462018527e-06,4,2,m_blue_cloud,base_galaxy_to_star,0.75,0.2,0.9,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
m_blue_cloud_base_galaxy_to_star_c0_75_m0_20_b1_00,0.9705293661815003,1.380316462018527e-06,4,2,m_blue_cloud,base_galaxy_to_star,0.75,0.2,1.0,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
m_blue_cloud_base_galaxy_to_star_c0_75_m0_15_b0_70,0.9705293661815003,1.380316462018527e-06,4,2,m_blue_cloud,base_galaxy_to_star,0.75,0.15,0.7,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
m_blue_cloud_base_galaxy_to_star_c0_75_m0_08_b1_00,0.9705293661815003,1.380316462018527e-06,4,2,m_blue_cloud,base_galaxy_to_star,0.75,0.08,1.0,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
m_blue_cloud_base_galaxy_to_star_c0_75_m0_15_b0_80,0.9705293661815003,1.380316462018527e-06,4,2,m_blue_cloud,base_galaxy_to_star,0.75,0.15,0.8,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
m_blue_cloud_base_galaxy_to_star_c0_75_m0_15_b0_90,0.9705293661815003,1.380316462018527e-06,4,2,m_blue_cloud,base_galaxy_to_star,0.75,0.15,0.9,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
m_blue_cloud_base_galaxy_to_star_c0_75_m0_10_b0_80,0.9705293661815003,1.380316462018527e-06,4,2,m_blue_cloud,base_galaxy_to_star,0.75,0.1,0.8,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
m_blue_cloud_base_galaxy_to_star_c0_75_m0_08_b0_90,0.9705293661815003,1.380316462018527e-06,4,2,m_blue_cloud,base_galaxy_to_star,0.75,0.08,0.9,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
m_blue_cloud_base_galaxy_to_star_c0_75_m0_08_b0_80,0.9705293661815003,1.380316462018527e-06,4,2,m_blue_cloud,base_galaxy_to_star,0.75,0.08,0.8,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
m_blue_cloud_base_galaxy_to_star_c0_75_m0_08_b0_70,0.9705293661815003,1.380316462018527e-06,4,2,m_blue_cloud,base_galaxy_to_star,0.75,0.08,0.7,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
m_blue_cloud_base_galaxy_to_star_c0_75_m0_10_b1_00,0.9705293661815003,1.380316462018527e-06,4,2,m_blue_cloud,base_galaxy_to_star,0.75,0.1,1.0,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
m_blue_cloud_base_galaxy_to_star_c0_75_m0_10_b0_90,0.9705293661815003,1.380316462018527e-06,4,2,m_blue_cloud,base_galaxy_to_star,0.75,0.1,0.9,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
m_blue_cloud_base_galaxy_to_star_c0_75_m0_10_b0_70,0.9705293661815003,1.380316462018527e-06,4,2,m_blue_cloud,base_galaxy_to_star,0.75,0.1,0.7,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
m_blue_cloud_base_galaxy_to_star_c0_75_m0_12_b1_00,0.9705293661815003,1.380316462018527e-06,4,2,m_blue_cloud,base_galaxy_to_star,0.75,0.12,1.0,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
m_blue_cloud_base_galaxy_to_star_c0_75_m0_12_b0_90,0.9705293661815003,1.380316462018527e-06,4,2,m_blue_cloud,base_galaxy_to_star,0.75,0.12,0.9,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
m_blue_cloud_base_galaxy_to_star_c0_75_m0_12_b0_80,0.9705293661815003,1.380316462018527e-06,4,2,m_blue_cloud,base_galaxy_to_star,0.75,0.12,0.8,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
m_blue_cloud_base_galaxy_to_star_c0_75_m0_12_b0_70,0.9705293661815003,1.380316462018527e-06,4,2,m_blue_cloud,base_galaxy_to_star,0.75,0.12,0.7,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
m_blue_cloud_base_galaxy_to_star_c0_75_m0_15_b1_00,0.9705293661815003,1.380316462018527e-06,4,2,m_blue_cloud,base_galaxy_to_star,0.75,0.15,1.0,"{'GALAXY': 0.9601197414432553, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
gi_0_2_base_qso_to_galaxy_c0_60_m0_02_b0_50,0.9705293592070006,1.3733419622630194e-06,10,3,gi_0_2,base_qso_to_galaxy,0.6,0.02,0.5,"{'GALAXY': 0.9601488820599767, 'QSO': 0.9772841740436902, 'STAR': 0.9741550215173348}",{},{},,,
gi_0_2_base_qso_to_galaxy_c0_60_m0_05_b0_50,0.9705293592070006,1.3733419622630194e-06,10,3,gi_0_2,base_qso_to_galaxy,0.6,0.05,0.5,"{'GALAXY': 0.9601488820599767, 'QSO': 0.9772841740436902, 'STAR': 0.9741550215173348}",{},{},,,
gi_0_2_base_qso_to_galaxy_c0_60_m0_08_b0_50,0.9705293592070006,1.3733419622630194e-06,10,3,gi_0_2,base_qso_to_galaxy,0.6,0.08,0.5,"{'GALAXY': 0.9601488820599767, 'QSO': 0.9772841740436902, 'STAR': 0.9741550215173348}",{},{},,,
gi_0_2_base_qso_to_galaxy_c0_60_m0_10_b0_50,0.9705293592070006,1.3733419622630194e-06,10,3,gi_0_2,base_qso_to_galaxy,0.6,0.1,0.5,"{'GALAXY': 0.9601488820599767, 'QSO': 0.9772841740436902, 'STAR': 0.9741550215173348}",{},{},,,
gi_0_2_base_qso_to_galaxy_c0_60_m0_12_b0_50,0.9705293592070006,1.3733419622630194e-06,10,3,gi_0_2,base_qso_to_galaxy,0.6,0.12,0.5,"{'GALAXY': 0.9601488820599767, 'QSO': 0.9772841740436902, 'STAR': 0.9741550215173348}",{},{},,,
gi_0_2_base_qso_to_galaxy_c0_60_m0_15_b0_50,0.9705293592070006,1.3733419622630194e-06,10,3,gi_0_2,base_qso_to_galaxy,0.6,0.15,0.5,"{'GALAXY': 0.9601488820599767, 'QSO': 0.9772841740436902, 'STAR': 0.9741550215173348}",{},{},,,
gi_0_2_base_qso_to_galaxy_c0_60_m0_20_b0_50,0.9705293592070006,1.3733419622630194e-06,10,3,gi_0_2,base_qso_to_galaxy,0.6,0.2,0.5,"{'GALAXY': 0.9601488820599767, 'QSO': 0.9772841740436902, 'STAR': 0.9741550215173348}",{},{},,,
rz_0_2_base_qso_to_galaxy_c0_55_m0_15_b0_50,0.9705293592070006,1.3733419622630194e-06,10,3,rz_0_2,base_qso_to_galaxy,0.55,0.15,0.5,"{'GALAXY': 0.9601488820599767, 'QSO': 0.9772841740436902, 'STAR': 0.9741550215173348}",{},{},,,
rz_0_2_base_qso_to_galaxy_c0_55_m0_12_b0_50,0.9705293592070006,1.3733419622630194e-06,10,3,rz_0_2,base_qso_to_galaxy,0.55,0.12,0.5,"{'GALAXY': 0.9601488820599767, 'QSO': 0.9772841740436902, 'STAR': 0.9741550215173348}",{},{},,,
rz_0_2_base_qso_to_galaxy_c0_55_m0_10_b0_50,0.9705293592070006,1.3733419622630194e-06,10,3,rz_0_2,base_qso_to_galaxy,0.55,0.1,0.5,"{'GALAXY': 0.9601488820599767, 'QSO': 0.9772841740436902, 'STAR': 0.9741550215173348}",{},{},,,
rz_0_2_base_qso_to_galaxy_c0_55_m0_08_b0_50,0.9705293592070006,1.3733419622630194e-06,10,3,rz_0_2,base_qso_to_galaxy,0.55,0.08,0.5,"{'GALAXY': 0.9601488820599767, 'QSO': 0.9772841740436902, 'STAR': 0.9741550215173348}",{},{},,,
rz_0_2_base_qso_to_galaxy_c0_55_m0_05_b0_50,0.9705293592070006,1.3733419622630194e-06,10,3,rz_0_2,base_qso_to_galaxy,0.55,0.05,0.5,"{'GALAXY': 0.9601488820599767, 'QSO': 0.9772841740436902, 'STAR': 0.9741550215173348}",{},{},,,
rz_0_2_base_qso_to_galaxy_c0_55_m0_02_b0_50,0.9705293592070006,1.3733419622630194e-06,10,3,rz_0_2,base_qso_to_galaxy,0.55,0.02,0.5,"{'GALAXY': 0.9601488820599767, 'QSO': 0.9772841740436902, 'STAR': 0.9741550215173348}",{},{},,,
rz_0_2_base_qso_to_galaxy_c0_55_m0_00_b0_50,0.9705293592070006,1.3733419622630194e-06,10,3,rz_0_2,base_qso_to_galaxy,0.55,0.0,0.5,"{'GALAXY': 0.9601488820599767, 'QSO': 0.9772841740436902, 'STAR': 0.9741550215173348}",{},{},,,
rz_0_2_base_qso_to_galaxy_c0_50_m0_20_b0_50,0.9705293592070006,1.3733419622630194e-06,10,3,rz_0_2,base_qso_to_galaxy,0.5,0.2,0.5,"{'GALAXY': 0.9601488820599767, 'QSO': 0.9772841740436902, 'STAR': 0.9741550215173348}",{},{},,,
rz_0_2_base_qso_to_galaxy_c0_45_m0_20_b0_50,0.9705293592070006,1.3733419622630194e-06,10,3,rz_0_2,base_qso_to_galaxy,0.45,0.2,0.5,"{'GALAXY': 0.9601488820599767, 'QSO': 0.9772841740436902, 'STAR': 0.9741550215173348}",{},{},,,
rz_0_2_base_qso_to_galaxy_c0_40_m0_20_b0_50,0.9705293592070006,1.3733419622630194e-06,10,3,rz_0_2,base_qso_to_galaxy,0.4,0.2,0.5,"{'GALAXY': 0.9601488820599767, 'QSO': 0.9772841740436902, 'STAR': 0.9741550215173348}",{},{},,,
rz_0_2_base_qso_to_galaxy_c0_55_m0_20_b0_50,0.9705293592070006,1.3733419622630194e-06,10,3,rz_0_2,base_qso_to_galaxy,0.55,0.2,0.5,"{'GALAXY': 0.9601488820599767, 'QSO': 0.9772841740436902, 'STAR': 0.9741550215173348}",{},{},,,
gi_0_2_base_qso_to_galaxy_c0_60_m0_00_b0_50,0.9705293592070006,1.3733419622630194e-06,10,3,gi_0_2,base_qso_to_galaxy,0.6,0.0,0.5,"{'GALAXY': 0.9601488820599767, 'QSO': 0.9772841740436902, 'STAR': 0.9741550215173348}",{},{},,,
m_blue_cloud_base_qso_to_galaxy_c0_65_m0_00_b0_60,0.9705293592070006,1.3733419622630194e-06,10,5,m_blue_cloud,base_qso_to_galaxy,0.65,0.0,0.6,"{'GALAXY': 0.9601488820599767, 'QSO': 0.9772841740436902, 'STAR': 0.9741550215173348}",{},{},,,
m_blue_cloud_base_qso_to_galaxy_c0_65_m0_02_b0_60,0.9705293592070006,1.3733419622630194e-06,10,5,m_blue_cloud,base_qso_to_galaxy,0.65,0.02,0.6,"{'GALAXY': 0.9601488820599767, 'QSO': 0.9772841740436902, 'STAR': 0.9741550215173348}",{},{},,,
m_blue_cloud_base_qso_to_galaxy_c0_65_m0_20_b0_60,0.9705293592070006,1.3733419622630194e-06,10,5,m_blue_cloud,base_qso_to_galaxy,0.65,0.2,0.6,"{'GALAXY': 0.9601488820599767, 'QSO': 0.9772841740436902, 'STAR': 0.9741550215173348}",{},{},,,
m_blue_cloud_base_qso_to_galaxy_c0_65_m0_05_b0_60,0.9705293592070006,1.3733419622630194e-06,10,5,m_blue_cloud,base_qso_to_galaxy,0.65,0.05,0.6,"{'GALAXY': 0.9601488820599767, 'QSO': 0.9772841740436902, 'STAR': 0.9741550215173348}",{},{},,,
m_blue_cloud_base_qso_to_galaxy_c0_65_m0_08_b0_60,0.9705293592070006,1.3733419622630194e-06,10,5,m_blue_cloud,base_qso_to_galaxy,0.65,0.08,0.6,"{'GALAXY': 0.9601488820599767, 'QSO': 0.9772841740436902, 'STAR': 0.9741550215173348}",{},{},,,
m_blue_cloud_base_qso_to_galaxy_c0_65_m0_12_b0_60,0.9705293592070006,1.3733419622630194e-06,10,5,m_blue_cloud,base_qso_to_galaxy,0.65,0.12,0.6,"{'GALAXY': 0.9601488820599767, 'QSO': 0.9772841740436902, 'STAR': 0.9741550215173348}",{},{},,,
m_blue_cloud_base_qso_to_galaxy_c0_65_m0_15_b0_60,0.9705293592070006,1.3733419622630194e-06,10,5,m_blue_cloud,base_qso_to_galaxy,0.65,0.15,0.6,"{'GALAXY': 0.9601488820599767, 'QSO': 0.9772841740436902, 'STAR': 0.9741550215173348}",{},{},,,
m_blue_cloud_base_qso_to_galaxy_c0_65_m0_10_b0_60,0.9705293592070006,1.3733419622630194e-06,10,5,m_blue_cloud,base_qso_to_galaxy,0.65,0.1,0.6,"{'GALAXY': 0.9601488820599767, 'QSO': 0.9772841740436902, 'STAR': 0.9741550215173348}",{},{},,,
gi_7_9_base_qso_to_galaxy_c0_50_m0_10_b0_60,0.9705293592070006,1.3733419622630194e-06,10,7,gi_7_9,base_qso_to_galaxy,0.5,0.1,0.6,"{'GALAXY': 0.9601488820599767, 'QSO': 0.9772841740436902, 'STAR': 0.9741550215173348}",{},{},,,
gi_7_9_base_qso_to_galaxy_c0_45_m0_10_b0_60,0.9705293592070006,1.3733419622630194e-06,10,7,gi_7_9,base_qso_to_galaxy,0.45,0.1,0.6,"{'GALAXY': 0.9601488820599767, 'QSO': 0.9772841740436902, 'STAR': 0.9741550215173348}",{},{},,,
gi_7_9_base_qso_to_galaxy_c0_50_m0_08_b0_60,0.9705293592070006,1.3733419622630194e-06,10,7,gi_7_9,base_qso_to_galaxy,0.5,0.08,0.6,"{'GALAXY': 0.9601488820599767, 'QSO': 0.9772841740436902, 'STAR': 0.9741550215173348}",{},{},,,
gi_7_9_base_qso_to_galaxy_c0_55_m0_02_b0_60,0.9705293592070006,1.3733419622630194e-06,10,7,gi_7_9,base_qso_to_galaxy,0.55,0.02,0.6,"{'GALAXY': 0.9601488820599767, 'QSO': 0.9772841740436902, 'STAR': 0.9741550215173348}",{},{},,,
gi_7_9_base_qso_to_galaxy_c0_55_m0_00_b0_60,0.9705293592070006,1.3733419622630194e-06,10,7,gi_7_9,base_qso_to_galaxy,0.55,0.0,0.6,"{'GALAXY': 0.9601488820599767, 'QSO': 0.9772841740436902, 'STAR': 0.9741550215173348}",{},{},,,
gi_7_9_base_qso_to_galaxy_c0_45_m0_08_b0_60,0.9705293592070006,1.3733419622630194e-06,10,7,gi_7_9,base_qso_to_galaxy,0.45,0.08,0.6,"{'GALAXY': 0.9601488820599767, 'QSO': 0.9772841740436902, 'STAR': 0.9741550215173348}",{},{},,,
gi_7_9_base_qso_to_galaxy_c0_40_m0_08_b0_60,0.9705293592070006,1.3733419622630194e-06,10,7,gi_7_9,base_qso_to_galaxy,0.4,0.08,0.6,"{'GALAXY': 0.9601488820599767, 'QSO': 0.9772841740436902, 'STAR': 0.9741550215173348}",{},{},,,
gi_7_9_base_qso_to_galaxy_c0_40_m0_10_b0_60,0.9705293592070006,1.3733419622630194e-06,10,7,gi_7_9,base_qso_to_galaxy,0.4,0.1,0.6,"{'GALAXY': 0.9601488820599767, 'QSO': 0.9772841740436902, 'STAR': 0.9741550215173348}",{},{},,,
gi_7_9_base_qso_to_galaxy_c0_55_m0_05_b0_60,0.9705293592070006,1.3733419622630194e-06,10,7,gi_7_9,base_qso_to_galaxy,0.55,0.05,0.6,"{'GALAXY': 0.9601488820599767, 'QSO': 0.9772841740436902, 'STAR': 0.9741550215173348}",{},{},,,
