name,oof_balanced_accuracy,oof_delta_vs_base,selected_rows,test_selected_rows,feature_mask,transition_rule,challenger_conf_min,challenger_margin_min,base_conf_max,class_recalls,transition_counts,outcome_counts,meta_fold_mean_delta,meta_fold_min_delta,meta_fold_positive_rate
ob_blue_cloud_base_qso_to_star_c0_40_m0_08_b0_80,0.9705357957861169,7.809921078627546e-06,28,8,ob_blue_cloud,base_qso_to_star,0.4,0.08,0.8,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977215881444047, 'STAR': 0.9742638170301243}",{},{},,,
ob_blue_cloud_base_qso_to_star_c0_40_m0_08_b1_00,0.9705357957861169,7.809921078627546e-06,28,8,ob_blue_cloud,base_qso_to_star,0.4,0.08,1.0,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977215881444047, 'STAR': 0.9742638170301243}",{},{},,,
ob_blue_cloud_base_qso_to_star_c0_40_m0_08_b0_90,0.9705357957861169,7.809921078627546e-06,28,8,ob_blue_cloud,base_qso_to_star,0.4,0.08,0.9,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977215881444047, 'STAR': 0.9742638170301243}",{},{},,,
spectral_ob_base_qso_to_star_c0_40_m0_08_b0_90,0.9705357957861169,7.809921078627546e-06,28,8,spectral_ob,base_qso_to_star,0.4,0.08,0.9,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977215881444047, 'STAR': 0.9742638170301243}",{},{},,,
spectral_ob_base_qso_to_star_c0_40_m0_08_b1_00,0.9705357957861169,7.809921078627546e-06,28,8,spectral_ob,base_qso_to_star,0.4,0.08,1.0,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977215881444047, 'STAR': 0.9742638170301243}",{},{},,,
spectral_ob_base_qso_to_star_c0_40_m0_08_b0_70,0.9705357957861169,7.809921078627546e-06,28,8,spectral_ob,base_qso_to_star,0.4,0.08,0.7,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977215881444047, 'STAR': 0.9742638170301243}",{},{},,,
spectral_ob_base_qso_to_star_c0_40_m0_08_b0_80,0.9705357957861169,7.809921078627546e-06,28,8,spectral_ob,base_qso_to_star,0.4,0.08,0.8,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977215881444047, 'STAR': 0.9742638170301243}",{},{},,,
m_blue_cloud_base_galaxy_to_star_c0_40_m0_15_b0_60,0.9705357704963399,7.78463130157725e-06,19,11,m_blue_cloud,base_galaxy_to_star,0.4,0.15,0.6,"{'GALAXY': 0.9600906008265339, 'QSO': 0.977301247193601, 'STAR': 0.9742154634688844}",{},{},,,
m_blue_cloud_base_galaxy_to_star_c0_45_m0_15_b0_60,0.9705357704963399,7.78463130157725e-06,19,11,m_blue_cloud,base_galaxy_to_star,0.45,0.15,0.6,"{'GALAXY': 0.9600906008265339, 'QSO': 0.977301247193601, 'STAR': 0.9742154634688844}",{},{},,,
ob_blue_cloud_base_galaxy_to_qso_c0_45_m0_02_b0_60,0.970535738232063,7.752367024660423e-06,25,13,ob_blue_cloud,base_galaxy_to_qso,0.45,0.02,0.6,"{'GALAXY': 0.9600826533856098, 'QSO': 0.9773695397932441, 'STAR': 0.9741550215173348}",{},{},,,
ob_blue_cloud_base_galaxy_to_qso_c0_50_m0_02_b0_60,0.970535738232063,7.752367024660423e-06,25,13,ob_blue_cloud,base_galaxy_to_qso,0.5,0.02,0.6,"{'GALAXY': 0.9600826533856098, 'QSO': 0.9773695397932441, 'STAR': 0.9741550215173348}",{},{},,,
spectral_ob_base_galaxy_to_qso_c0_45_m0_02_b0_60,0.970535738232063,7.752367024660423e-06,25,13,spectral_ob,base_galaxy_to_qso,0.45,0.02,0.6,"{'GALAXY': 0.9600826533856098, 'QSO': 0.9773695397932441, 'STAR': 0.9741550215173348}",{},{},,,
spectral_ob_base_galaxy_to_qso_c0_50_m0_02_b0_60,0.970535738232063,7.752367024660423e-06,25,13,spectral_ob,base_galaxy_to_qso,0.5,0.02,0.6,"{'GALAXY': 0.9600826533856098, 'QSO': 0.9773695397932441, 'STAR': 0.9741550215173348}",{},{},,,
ob_blue_cloud_base_galaxy_to_qso_c0_40_m0_02_b0_60,0.970535738232063,7.752367024660423e-06,25,14,ob_blue_cloud,base_galaxy_to_qso,0.4,0.02,0.6,"{'GALAXY': 0.9600826533856098, 'QSO': 0.9773695397932441, 'STAR': 0.9741550215173348}",{},{},,,
spectral_ob_base_galaxy_to_qso_c0_40_m0_02_b0_60,0.970535738232063,7.752367024660423e-06,25,14,spectral_ob,base_galaxy_to_qso,0.4,0.02,0.6,"{'GALAXY': 0.9600826533856098, 'QSO': 0.9773695397932441, 'STAR': 0.9741550215173348}",{},{},,,
gi_7_9_base_qso_to_galaxy_c0_55_m0_20_b0_90,0.9705357369279519,7.751062913619045e-06,13,7,gi_7_9,base_qso_to_galaxy,0.55,0.2,0.9,"{'GALAXY': 0.9601594786478754, 'QSO': 0.9772927106186455, 'STAR': 0.9741550215173348}",{},{},,,
gi_7_9_base_qso_to_galaxy_c0_60_m0_00_b1_00,0.9705357369279519,7.751062913619045e-06,13,7,gi_7_9,base_qso_to_galaxy,0.6,0.0,1.0,"{'GALAXY': 0.9601594786478754, 'QSO': 0.9772927106186455, 'STAR': 0.9741550215173348}",{},{},,,
gi_7_9_base_qso_to_galaxy_c0_60_m0_00_b0_90,0.9705357369279519,7.751062913619045e-06,13,7,gi_7_9,base_qso_to_galaxy,0.6,0.0,0.9,"{'GALAXY': 0.9601594786478754, 'QSO': 0.9772927106186455, 'STAR': 0.9741550215173348}",{},{},,,
gi_7_9_base_qso_to_galaxy_c0_60_m0_02_b1_00,0.9705357369279519,7.751062913619045e-06,13,7,gi_7_9,base_qso_to_galaxy,0.6,0.02,1.0,"{'GALAXY': 0.9601594786478754, 'QSO': 0.9772927106186455, 'STAR': 0.9741550215173348}",{},{},,,
gi_7_9_base_qso_to_galaxy_c0_60_m0_02_b0_90,0.9705357369279519,7.751062913619045e-06,13,7,gi_7_9,base_qso_to_galaxy,0.6,0.02,0.9,"{'GALAXY': 0.9601594786478754, 'QSO': 0.9772927106186455, 'STAR': 0.9741550215173348}",{},{},,,
gi_7_9_base_qso_to_galaxy_c0_60_m0_10_b1_00,0.9705357369279519,7.751062913619045e-06,13,7,gi_7_9,base_qso_to_galaxy,0.6,0.1,1.0,"{'GALAXY': 0.9601594786478754, 'QSO': 0.9772927106186455, 'STAR': 0.9741550215173348}",{},{},,,
gi_7_9_base_qso_to_galaxy_c0_60_m0_05_b1_00,0.9705357369279519,7.751062913619045e-06,13,7,gi_7_9,base_qso_to_galaxy,0.6,0.05,1.0,"{'GALAXY': 0.9601594786478754, 'QSO': 0.9772927106186455, 'STAR': 0.9741550215173348}",{},{},,,
gi_7_9_base_qso_to_galaxy_c0_60_m0_10_b0_90,0.9705357369279519,7.751062913619045e-06,13,7,gi_7_9,base_qso_to_galaxy,0.6,0.1,0.9,"{'GALAXY': 0.9601594786478754, 'QSO': 0.9772927106186455, 'STAR': 0.9741550215173348}",{},{},,,
gi_7_9_base_qso_to_galaxy_c0_60_m0_12_b0_90,0.9705357369279519,7.751062913619045e-06,13,7,gi_7_9,base_qso_to_galaxy,0.6,0.12,0.9,"{'GALAXY': 0.9601594786478754, 'QSO': 0.9772927106186455, 'STAR': 0.9741550215173348}",{},{},,,
gi_7_9_base_qso_to_galaxy_c0_60_m0_05_b0_90,0.9705357369279519,7.751062913619045e-06,13,7,gi_7_9,base_qso_to_galaxy,0.6,0.05,0.9,"{'GALAXY': 0.9601594786478754, 'QSO': 0.9772927106186455, 'STAR': 0.9741550215173348}",{},{},,,
gi_7_9_base_qso_to_galaxy_c0_60_m0_08_b0_90,0.9705357369279519,7.751062913619045e-06,13,7,gi_7_9,base_qso_to_galaxy,0.6,0.08,0.9,"{'GALAXY': 0.9601594786478754, 'QSO': 0.9772927106186455, 'STAR': 0.9741550215173348}",{},{},,,
gi_7_9_base_qso_to_galaxy_c0_60_m0_08_b1_00,0.9705357369279519,7.751062913619045e-06,13,7,gi_7_9,base_qso_to_galaxy,0.6,0.08,1.0,"{'GALAXY': 0.9601594786478754, 'QSO': 0.9772927106186455, 'STAR': 0.9741550215173348}",{},{},,,
gi_7_9_base_qso_to_galaxy_c0_55_m0_20_b1_00,0.9705357369279519,7.751062913619045e-06,13,7,gi_7_9,base_qso_to_galaxy,0.55,0.2,1.0,"{'GALAXY': 0.9601594786478754, 'QSO': 0.9772927106186455, 'STAR': 0.9741550215173348}",{},{},,,
gi_7_9_base_qso_to_galaxy_c0_60_m0_12_b1_00,0.9705357369279519,7.751062913619045e-06,13,7,gi_7_9,base_qso_to_galaxy,0.6,0.12,1.0,"{'GALAXY': 0.9601594786478754, 'QSO': 0.9772927106186455, 'STAR': 0.9741550215173348}",{},{},,,
gi_7_9_base_qso_to_galaxy_c0_60_m0_20_b0_90,0.9705357369279519,7.751062913619045e-06,13,7,gi_7_9,base_qso_to_galaxy,0.6,0.2,0.9,"{'GALAXY': 0.9601594786478754, 'QSO': 0.9772927106186455, 'STAR': 0.9741550215173348}",{},{},,,
gi_7_9_base_qso_to_galaxy_c0_45_m0_20_b1_00,0.9705357369279519,7.751062913619045e-06,13,7,gi_7_9,base_qso_to_galaxy,0.45,0.2,1.0,"{'GALAXY': 0.9601594786478754, 'QSO': 0.9772927106186455, 'STAR': 0.9741550215173348}",{},{},,,
gi_7_9_base_qso_to_galaxy_c0_60_m0_20_b1_00,0.9705357369279519,7.751062913619045e-06,13,7,gi_7_9,base_qso_to_galaxy,0.6,0.2,1.0,"{'GALAXY': 0.9601594786478754, 'QSO': 0.9772927106186455, 'STAR': 0.9741550215173348}",{},{},,,
gi_7_9_base_qso_to_galaxy_c0_45_m0_20_b0_90,0.9705357369279519,7.751062913619045e-06,13,7,gi_7_9,base_qso_to_galaxy,0.45,0.2,0.9,"{'GALAXY': 0.9601594786478754, 'QSO': 0.9772927106186455, 'STAR': 0.9741550215173348}",{},{},,,
gi_7_9_base_qso_to_galaxy_c0_40_m0_20_b1_00,0.9705357369279519,7.751062913619045e-06,13,7,gi_7_9,base_qso_to_galaxy,0.4,0.2,1.0,"{'GALAXY': 0.9601594786478754, 'QSO': 0.9772927106186455, 'STAR': 0.9741550215173348}",{},{},,,
gi_7_9_base_qso_to_galaxy_c0_50_m0_20_b1_00,0.9705357369279519,7.751062913619045e-06,13,7,gi_7_9,base_qso_to_galaxy,0.5,0.2,1.0,"{'GALAXY': 0.9601594786478754, 'QSO': 0.9772927106186455, 'STAR': 0.9741550215173348}",{},{},,,
gi_7_9_base_qso_to_galaxy_c0_40_m0_20_b0_90,0.9705357369279519,7.751062913619045e-06,13,7,gi_7_9,base_qso_to_galaxy,0.4,0.2,0.9,"{'GALAXY': 0.9601594786478754, 'QSO': 0.9772927106186455, 'STAR': 0.9741550215173348}",{},{},,,
gi_7_9_base_qso_to_galaxy_c0_60_m0_15_b0_90,0.9705357369279519,7.751062913619045e-06,13,7,gi_7_9,base_qso_to_galaxy,0.6,0.15,0.9,"{'GALAXY': 0.9601594786478754, 'QSO': 0.9772927106186455, 'STAR': 0.9741550215173348}",{},{},,,
gi_7_9_base_qso_to_galaxy_c0_50_m0_20_b0_90,0.9705357369279519,7.751062913619045e-06,13,7,gi_7_9,base_qso_to_galaxy,0.5,0.2,0.9,"{'GALAXY': 0.9601594786478754, 'QSO': 0.9772927106186455, 'STAR': 0.9741550215173348}",{},{},,,
gi_7_9_base_qso_to_galaxy_c0_60_m0_15_b1_00,0.9705357369279519,7.751062913619045e-06,13,7,gi_7_9,base_qso_to_galaxy,0.6,0.15,1.0,"{'GALAXY': 0.9601594786478754, 'QSO': 0.9772927106186455, 'STAR': 0.9741550215173348}",{},{},,,
af_blue_cloud_base_qso_to_galaxy_c0_65_m0_00_b0_80,0.9705357343197298,7.748454691536288e-06,89,34,af_blue_cloud,base_qso_to_galaxy,0.65,0.0,0.8,"{'GALAXY': 0.9603131291724065, 'QSO': 0.9771390522694484, 'STAR': 0.9741550215173348}",{},{},,,
af_blue_cloud_base_qso_to_galaxy_c0_65_m0_10_b0_80,0.9705357343197298,7.748454691536288e-06,89,34,af_blue_cloud,base_qso_to_galaxy,0.65,0.1,0.8,"{'GALAXY': 0.9603131291724065, 'QSO': 0.9771390522694484, 'STAR': 0.9741550215173348}",{},{},,,
af_blue_cloud_base_qso_to_galaxy_c0_65_m0_08_b0_80,0.9705357343197298,7.748454691536288e-06,89,34,af_blue_cloud,base_qso_to_galaxy,0.65,0.08,0.8,"{'GALAXY': 0.9603131291724065, 'QSO': 0.9771390522694484, 'STAR': 0.9741550215173348}",{},{},,,
af_blue_cloud_base_qso_to_galaxy_c0_65_m0_02_b0_80,0.9705357343197298,7.748454691536288e-06,89,34,af_blue_cloud,base_qso_to_galaxy,0.65,0.02,0.8,"{'GALAXY': 0.9603131291724065, 'QSO': 0.9771390522694484, 'STAR': 0.9741550215173348}",{},{},,,
af_blue_cloud_base_qso_to_galaxy_c0_65_m0_05_b0_80,0.9705357343197298,7.748454691536288e-06,89,34,af_blue_cloud,base_qso_to_galaxy,0.65,0.05,0.8,"{'GALAXY': 0.9603131291724065, 'QSO': 0.9771390522694484, 'STAR': 0.9741550215173348}",{},{},,,
af_blue_cloud_base_qso_to_galaxy_c0_65_m0_12_b0_80,0.9705357343197298,7.748454691536288e-06,89,34,af_blue_cloud,base_qso_to_galaxy,0.65,0.12,0.8,"{'GALAXY': 0.9603131291724065, 'QSO': 0.9771390522694484, 'STAR': 0.9741550215173348}",{},{},,,
af_blue_cloud_base_qso_to_galaxy_c0_65_m0_15_b0_80,0.9705357343197298,7.748454691536288e-06,89,34,af_blue_cloud,base_qso_to_galaxy,0.65,0.15,0.8,"{'GALAXY': 0.9603131291724065, 'QSO': 0.9771390522694484, 'STAR': 0.9741550215173348}",{},{},,,
af_blue_cloud_base_qso_to_galaxy_c0_65_m0_20_b0_80,0.9705357343197298,7.748454691536288e-06,89,34,af_blue_cloud,base_qso_to_galaxy,0.65,0.2,0.8,"{'GALAXY': 0.9603131291724065, 'QSO': 0.9771390522694484, 'STAR': 0.9741550215173348}",{},{},,,
af_blue_cloud_all_changed_c0_55_m0_02_b0_50,0.970535645061391,7.659196352705067e-06,60,24,af_blue_cloud,all_changed,0.55,0.02,0.5,"{'GALAXY': 0.9601727243827488, 'QSO': 0.9772671008937794, 'STAR': 0.9741671099076447}",{},{},,,
af_blue_cloud_all_changed_c0_55_m0_00_b0_50,0.970535645061391,7.659196352705067e-06,60,24,af_blue_cloud,all_changed,0.55,0.0,0.5,"{'GALAXY': 0.9601727243827488, 'QSO': 0.9772671008937794, 'STAR': 0.9741671099076447}",{},{},,,
af_blue_cloud_all_changed_c0_55_m0_08_b0_50,0.970535645061391,7.659196352705067e-06,60,24,af_blue_cloud,all_changed,0.55,0.08,0.5,"{'GALAXY': 0.9601727243827488, 'QSO': 0.9772671008937794, 'STAR': 0.9741671099076447}",{},{},,,
af_blue_cloud_all_changed_c0_55_m0_10_b0_50,0.970535645061391,7.659196352705067e-06,60,24,af_blue_cloud,all_changed,0.55,0.1,0.5,"{'GALAXY': 0.9601727243827488, 'QSO': 0.9772671008937794, 'STAR': 0.9741671099076447}",{},{},,,
af_blue_cloud_all_changed_c0_55_m0_05_b0_50,0.970535645061391,7.659196352705067e-06,60,24,af_blue_cloud,all_changed,0.55,0.05,0.5,"{'GALAXY': 0.9601727243827488, 'QSO': 0.9772671008937794, 'STAR': 0.9741671099076447}",{},{},,,
all_base_qso_to_galaxy_c0_50_m0_15_b0_50,0.9705356380868911,7.652221852838537e-06,34,18,all,base_qso_to_galaxy,0.5,0.15,0.5,"{'GALAXY': 0.9602018649994701, 'QSO': 0.9772500277438686, 'STAR': 0.9741550215173348}",{},{},,,
all_base_qso_to_galaxy_c0_50_m0_12_b0_50,0.9705356380868911,7.652221852838537e-06,34,19,all,base_qso_to_galaxy,0.5,0.12,0.5,"{'GALAXY': 0.9602018649994701, 'QSO': 0.9772500277438686, 'STAR': 0.9741550215173348}",{},{},,,
blue_cloud_base_qso_to_galaxy_c0_70_m0_10_b0_70,0.9705356354786692,7.649613630866803e-06,110,32,blue_cloud,base_qso_to_galaxy,0.7,0.1,0.7,"{'GALAXY': 0.9603555155240012, 'QSO': 0.9770963693946715, 'STAR': 0.9741550215173348}",{},{},,,
blue_cloud_base_qso_to_galaxy_c0_70_m0_15_b0_70,0.9705356354786692,7.649613630866803e-06,110,32,blue_cloud,base_qso_to_galaxy,0.7,0.15,0.7,"{'GALAXY': 0.9603555155240012, 'QSO': 0.9770963693946715, 'STAR': 0.9741550215173348}",{},{},,,
blue_cloud_base_qso_to_galaxy_c0_70_m0_12_b0_70,0.9705356354786692,7.649613630866803e-06,110,32,blue_cloud,base_qso_to_galaxy,0.7,0.12,0.7,"{'GALAXY': 0.9603555155240012, 'QSO': 0.9770963693946715, 'STAR': 0.9741550215173348}",{},{},,,
blue_cloud_base_qso_to_galaxy_c0_70_m0_20_b0_70,0.9705356354786692,7.649613630866803e-06,110,32,blue_cloud,base_qso_to_galaxy,0.7,0.2,0.7,"{'GALAXY': 0.9603555155240012, 'QSO': 0.9770963693946715, 'STAR': 0.9741550215173348}",{},{},,,
blue_cloud_base_qso_to_galaxy_c0_70_m0_08_b0_70,0.9705356354786692,7.649613630866803e-06,110,32,blue_cloud,base_qso_to_galaxy,0.7,0.08,0.7,"{'GALAXY': 0.9603555155240012, 'QSO': 0.9770963693946715, 'STAR': 0.9741550215173348}",{},{},,,
blue_cloud_base_qso_to_galaxy_c0_70_m0_05_b0_70,0.9705356354786692,7.649613630866803e-06,110,32,blue_cloud,base_qso_to_galaxy,0.7,0.05,0.7,"{'GALAXY': 0.9603555155240012, 'QSO': 0.9770963693946715, 'STAR': 0.9741550215173348}",{},{},,,
blue_cloud_base_qso_to_galaxy_c0_70_m0_00_b0_70,0.9705356354786692,7.649613630866803e-06,110,32,blue_cloud,base_qso_to_galaxy,0.7,0.0,0.7,"{'GALAXY': 0.9603555155240012, 'QSO': 0.9770963693946715, 'STAR': 0.9741550215173348}",{},{},,,
blue_cloud_base_qso_to_galaxy_c0_70_m0_02_b0_70,0.9705356354786692,7.649613630866803e-06,110,32,blue_cloud,base_qso_to_galaxy,0.7,0.02,0.7,"{'GALAXY': 0.9603555155240012, 'QSO': 0.9770963693946715, 'STAR': 0.9741550215173348}",{},{},,,
af_blue_cloud_all_changed_c0_70_m0_08_b0_50,0.9705356324165025,7.64655146423543e-06,14,5,af_blue_cloud,all_changed,0.7,0.08,0.5,"{'GALAXY': 0.9601541803539261, 'QSO': 0.9773097837685564, 'STAR': 0.9741429331270248}",{},{},,,
af_blue_cloud_all_changed_c0_70_m0_10_b0_50,0.9705356324165025,7.64655146423543e-06,14,5,af_blue_cloud,all_changed,0.7,0.1,0.5,"{'GALAXY': 0.9601541803539261, 'QSO': 0.9773097837685564, 'STAR': 0.9741429331270248}",{},{},,,
af_blue_cloud_all_changed_c0_70_m0_12_b0_50,0.9705356324165025,7.64655146423543e-06,14,5,af_blue_cloud,all_changed,0.7,0.12,0.5,"{'GALAXY': 0.9601541803539261, 'QSO': 0.9773097837685564, 'STAR': 0.9741429331270248}",{},{},,,
af_blue_cloud_all_changed_c0_70_m0_00_b0_50,0.9705356324165025,7.64655146423543e-06,14,5,af_blue_cloud,all_changed,0.7,0.0,0.5,"{'GALAXY': 0.9601541803539261, 'QSO': 0.9773097837685564, 'STAR': 0.9741429331270248}",{},{},,,
af_blue_cloud_all_changed_c0_70_m0_05_b0_50,0.9705356324165025,7.64655146423543e-06,14,5,af_blue_cloud,all_changed,0.7,0.05,0.5,"{'GALAXY': 0.9601541803539261, 'QSO': 0.9773097837685564, 'STAR': 0.9741429331270248}",{},{},,,
af_blue_cloud_all_changed_c0_70_m0_20_b0_50,0.9705356324165025,7.64655146423543e-06,14,5,af_blue_cloud,all_changed,0.7,0.2,0.5,"{'GALAXY': 0.9601541803539261, 'QSO': 0.9773097837685564, 'STAR': 0.9741429331270248}",{},{},,,
af_blue_cloud_all_changed_c0_70_m0_15_b0_50,0.9705356324165025,7.64655146423543e-06,14,5,af_blue_cloud,all_changed,0.7,0.15,0.5,"{'GALAXY': 0.9601541803539261, 'QSO': 0.9773097837685564, 'STAR': 0.9741429331270248}",{},{},,,
af_blue_cloud_all_changed_c0_70_m0_02_b0_50,0.9705356324165025,7.64655146423543e-06,14,5,af_blue_cloud,all_changed,0.7,0.02,0.5,"{'GALAXY': 0.9601541803539261, 'QSO': 0.9773097837685564, 'STAR': 0.9741429331270248}",{},{},,,
ob_blue_cloud_base_non_galaxy_to_galaxy_c0_50_m0_02_b0_60,0.9705356298082805,7.643943242152673e-06,86,27,ob_blue_cloud,base_non_galaxy_to_galaxy,0.5,0.02,0.6,"{'GALAXY': 0.9603078308784572, 'QSO': 0.9771561254193593, 'STAR': 0.9741429331270248}",{},{},,,
spectral_af_base_non_galaxy_to_galaxy_c0_45_m0_10_b0_50,0.9705356184675029,7.632602464613392e-06,43,17,spectral_af,base_non_galaxy_to_galaxy,0.45,0.1,0.5,"{'GALAXY': 0.9602124615873688, 'QSO': 0.9772756374687348, 'STAR': 0.9741187563464049}",{},{},,,
spectral_af_base_non_galaxy_to_galaxy_c0_40_m0_10_b0_50,0.9705356184675029,7.632602464613392e-06,44,19,spectral_af,base_non_galaxy_to_galaxy,0.4,0.1,0.5,"{'GALAXY': 0.9602124615873688, 'QSO': 0.9772756374687348, 'STAR': 0.9741187563464049}",{},{},,,
rz_0_2_base_star_to_qso_c0_45_m0_00_b0_50,0.9705355875073369,7.6016422986269205e-06,27,11,rz_0_2,base_star_to_qso,0.45,0.0,0.5,"{'GALAXY': 0.9601276888841793, 'QSO': 0.9774207592429766, 'STAR': 0.9740583143948551}",{},{},,,
rz_0_2_base_star_to_qso_c0_45_m0_02_b0_50,0.9705355875073369,7.6016422986269205e-06,27,11,rz_0_2,base_star_to_qso,0.45,0.02,0.5,"{'GALAXY': 0.9601276888841793, 'QSO': 0.9774207592429766, 'STAR': 0.9740583143948551}",{},{},,,
rz_0_2_base_star_to_qso_c0_45_m0_05_b0_50,0.9705355875073369,7.6016422986269205e-06,27,11,rz_0_2,base_star_to_qso,0.45,0.05,0.5,"{'GALAXY': 0.9601276888841793, 'QSO': 0.9774207592429766, 'STAR': 0.9740583143948551}",{},{},,,
rz_0_2_base_star_to_qso_c0_40_m0_02_b0_50,0.9705355875073369,7.6016422986269205e-06,28,12,rz_0_2,base_star_to_qso,0.4,0.02,0.5,"{'GALAXY': 0.9601276888841793, 'QSO': 0.9774207592429766, 'STAR': 0.9740583143948551}",{},{},,,
rz_0_2_base_star_to_qso_c0_40_m0_05_b0_50,0.9705355875073369,7.6016422986269205e-06,27,12,rz_0_2,base_star_to_qso,0.4,0.05,0.5,"{'GALAXY': 0.9601276888841793, 'QSO': 0.9774207592429766, 'STAR': 0.9740583143948551}",{},{},,,
gi_0_2_base_qso_to_galaxy_c0_45_m0_15_b0_50,0.9705355405499415,7.554684903210429e-06,18,7,gi_0_2,base_qso_to_galaxy,0.45,0.15,0.5,"{'GALAXY': 0.9601674260887995, 'QSO': 0.9772841740436902, 'STAR': 0.9741550215173348}",{},{},,,
gi_0_2_base_qso_to_galaxy_c0_50_m0_15_b0_50,0.9705355405499415,7.554684903210429e-06,17,7,gi_0_2,base_qso_to_galaxy,0.5,0.15,0.5,"{'GALAXY': 0.9601674260887995, 'QSO': 0.9772841740436902, 'STAR': 0.9741550215173348}",{},{},,,
gi_0_2_base_qso_to_galaxy_c0_50_m0_12_b0_50,0.9705355405499415,7.554684903210429e-06,17,8,gi_0_2,base_qso_to_galaxy,0.5,0.12,0.5,"{'GALAXY': 0.9601674260887995, 'QSO': 0.9772841740436902, 'STAR': 0.9741550215173348}",{},{},,,
gi_0_2_base_qso_to_galaxy_c0_40_m0_15_b0_50,0.9705355405499415,7.554684903210429e-06,18,8,gi_0_2,base_qso_to_galaxy,0.4,0.15,0.5,"{'GALAXY': 0.9601674260887995, 'QSO': 0.9772841740436902, 'STAR': 0.9741550215173348}",{},{},,,
gi_0_2_base_qso_to_galaxy_c0_45_m0_12_b0_50,0.9705355405499415,7.554684903210429e-06,18,8,gi_0_2,base_qso_to_galaxy,0.45,0.12,0.5,"{'GALAXY': 0.9601674260887995, 'QSO': 0.9772841740436902, 'STAR': 0.9741550215173348}",{},{},,,
not_weak_low_color_base_qso_to_galaxy_c0_65_m0_08_b1_00,0.9705355392458305,7.553380792169051e-06,55,22,not_weak_low_color,base_qso_to_galaxy,0.65,0.08,1.0,"{'GALAXY': 0.960244251351065, 'QSO': 0.9772073448690917, 'STAR': 0.9741550215173348}",{},{},,,
not_weak_low_color_base_qso_to_galaxy_c0_65_m0_08_b0_90,0.9705355392458305,7.553380792169051e-06,55,22,not_weak_low_color,base_qso_to_galaxy,0.65,0.08,0.9,"{'GALAXY': 0.960244251351065, 'QSO': 0.9772073448690917, 'STAR': 0.9741550215173348}",{},{},,,
not_weak_low_color_base_qso_to_galaxy_c0_65_m0_05_b0_90,0.9705355392458305,7.553380792169051e-06,55,22,not_weak_low_color,base_qso_to_galaxy,0.65,0.05,0.9,"{'GALAXY': 0.960244251351065, 'QSO': 0.9772073448690917, 'STAR': 0.9741550215173348}",{},{},,,
not_weak_low_color_base_qso_to_galaxy_c0_65_m0_12_b0_90,0.9705355392458305,7.553380792169051e-06,55,22,not_weak_low_color,base_qso_to_galaxy,0.65,0.12,0.9,"{'GALAXY': 0.960244251351065, 'QSO': 0.9772073448690917, 'STAR': 0.9741550215173348}",{},{},,,
not_weak_low_color_base_qso_to_galaxy_c0_65_m0_05_b1_00,0.9705355392458305,7.553380792169051e-06,55,22,not_weak_low_color,base_qso_to_galaxy,0.65,0.05,1.0,"{'GALAXY': 0.960244251351065, 'QSO': 0.9772073448690917, 'STAR': 0.9741550215173348}",{},{},,,
not_weak_low_color_base_qso_to_galaxy_c0_65_m0_20_b0_90,0.9705355392458305,7.553380792169051e-06,55,22,not_weak_low_color,base_qso_to_galaxy,0.65,0.2,0.9,"{'GALAXY': 0.960244251351065, 'QSO': 0.9772073448690917, 'STAR': 0.9741550215173348}",{},{},,,
not_weak_low_color_base_qso_to_galaxy_c0_65_m0_02_b0_90,0.9705355392458305,7.553380792169051e-06,55,22,not_weak_low_color,base_qso_to_galaxy,0.65,0.02,0.9,"{'GALAXY': 0.960244251351065, 'QSO': 0.9772073448690917, 'STAR': 0.9741550215173348}",{},{},,,
not_weak_low_color_base_qso_to_galaxy_c0_65_m0_00_b0_90,0.9705355392458305,7.553380792169051e-06,55,22,not_weak_low_color,base_qso_to_galaxy,0.65,0.0,0.9,"{'GALAXY': 0.960244251351065, 'QSO': 0.9772073448690917, 'STAR': 0.9741550215173348}",{},{},,,
not_weak_low_color_base_qso_to_galaxy_c0_65_m0_00_b1_00,0.9705355392458305,7.553380792169051e-06,55,22,not_weak_low_color,base_qso_to_galaxy,0.65,0.0,1.0,"{'GALAXY': 0.960244251351065, 'QSO': 0.9772073448690917, 'STAR': 0.9741550215173348}",{},{},,,
not_weak_low_color_base_qso_to_galaxy_c0_65_m0_20_b1_00,0.9705355392458305,7.553380792169051e-06,55,22,not_weak_low_color,base_qso_to_galaxy,0.65,0.2,1.0,"{'GALAXY': 0.960244251351065, 'QSO': 0.9772073448690917, 'STAR': 0.9741550215173348}",{},{},,,
not_weak_low_color_base_qso_to_galaxy_c0_65_m0_15_b0_90,0.9705355392458305,7.553380792169051e-06,55,22,not_weak_low_color,base_qso_to_galaxy,0.65,0.15,0.9,"{'GALAXY': 0.960244251351065, 'QSO': 0.9772073448690917, 'STAR': 0.9741550215173348}",{},{},,,
